index,Position,Track Name,Artist,Streams,URL,Date,Track Id,acousticness,danceability,duration_ms,energy,instrumentalness,key,liveness,loudness,mode,speechiness,tempo,time_signature,valence
678,29,Aleluya,Reik,190157,https://open.spotify.com/track/23CsjGOYDQiJpX44BSn9TM,2019-08-14,23CsjGOYDQiJpX44BSn9TM,0.0478,0.81,158480,0.716,0.0,8,0.0678,-2.3,1,0.0694,96.029,4,0.689
679,30,bad guy,Billie Eilish,188614,https://open.spotify.com/track/2Fxmhks0bxGSBdJ92vM42m,2019-08-14,2Fxmhks0bxGSBdJ92vM42m,0.328,0.701,194088,0.425,0.13,7,0.1,-10.965,1,0.375,135.128,4,0.562
680,31,La Boca,Mau y Ricky,188062,https://open.spotify.com/track/0UQwlF2pRkr1lMN6kNNUj3,2019-08-14,0UQwlF2pRkr1lMN6kNNUj3,0.0655,0.618,206279,0.795,0.0,2,0.309,-1.8,1,0.113,185.901,4,0.76
681,32,Old Town Road - Remix,Lil Nas X,187806,https://open.spotify.com/track/2YpeDb67231RjR0MgVLzsG,2019-08-14,2YpeDb67231RjR0MgVLzsG,0.0533,0.878,157067,0.619,0.0,6,0.113,-5.56,1,0.102,136.041,4,0.639
682,33,Pa Mí - Remix,Dalex,186573,https://open.spotify.com/track/7g8YaUQABMal0zWe7a2ijz,2019-08-14,7g8YaUQABMal0zWe7a2ijz,0.753,0.688,360960,0.62,5.27e-06,11,0.158,-8.029,0,0.22,170.018,4,0.727
683,34,Calma - Remix,Pedro Capó,183085,https://open.spotify.com/track/5iwz1NiezX7WWjnCgY5TH4,2019-08-14,5iwz1NiezX7WWjnCgY5TH4,0.323,0.826,238200,0.773,0.0,11,0.143,-4.218,0,0.0524,126.899,4,0.761
684,35,Rebota - Remix,Guaynaa,180862,https://open.spotify.com/track/3dWpRjCmaHbroNahuSeX11,2019-08-14,3dWpRjCmaHbroNahuSeX11,0.205,0.885,262000,0.857,0.0,0,0.671,-2.279,0,0.204,90.025,4,0.818
685,36,Lost on You,LP,179727,https://open.spotify.com/track/3SqvR3HYLlCTYzbDXJ52OC,2019-08-14,3SqvR3HYLlCTYzbDXJ52OC,0.1,0.433,268105,0.724,0.0,5,0.0918,-6.126,0,0.0372,174.006,4,0.689
686,37,How Do You Sleep?,Sam Smith,165559,https://open.spotify.com/track/6b2RcmUt1g9N9mQ3CbjX2Y,2019-08-14,6b2RcmUt1g9N9mQ3CbjX2Y,0.153,0.477,202205,0.682,0.0,1,0.0763,-4.931,0,0.0925,110.567,5,0.345
687,38,Dancin (feat. Luvli) - Krono Remix,Aaron Smith,164581,https://open.spotify.com/track/6WkJ2OK163XXS2oARUC9JM,2019-08-14,6WkJ2OK163XXS2oARUC9JM,0.101,0.72,198053,0.741,1.41e-05,10,0.289,-6.529,0,0.0287,119.896,4,0.357
688,39,Secreto,Anuel AA,163979,https://open.spotify.com/track/5W83ErFkO3aKAIS1WMi6u0,2019-08-14,5W83ErFkO3aKAIS1WMi6u0,0.602,0.807,258800,0.803,0.00853,11,0.136,-4.156,1,0.126,91.987,4,0.706
689,40,No Lo Trates,Pitbull,162800,https://open.spotify.com/track/4gqMVEJSaL5nNeKj5WmVoT,2019-08-14,4gqMVEJSaL5nNeKj5WmVoT,0.0569,0.834,198453,0.808,0.00052,11,0.222,-2.597,1,0.0542,104.026,4,0.829
690,41,Adan y Eva,Paulo Londra,161585,https://open.spotify.com/track/132ALUzVLmqYB4UsBj5qD6,2019-08-14,132ALUzVLmqYB4UsBj5qD6,0.323,0.767,256972,0.709,0.0,1,0.0745,-4.47,1,0.336,171.993,4,0.72
691,42,Contando Lunares (feat. Cruz Cafuné),Don Patricio,160677,https://open.spotify.com/track/6uW0PIRcyZLvkoonm763xD,2019-08-14,6uW0PIRcyZLvkoonm763xD,0.444,0.856,219667,0.523,0.0,4,0.0537,-10.481,0,0.131,105.935,4,0.709
692,43,I Don't Care (with Justin Bieber),Ed Sheeran,157211,https://open.spotify.com/track/0hVXuCcriWRGvwMV1r5Yn9,2019-08-14,0hVXuCcriWRGvwMV1r5Yn9,0.0912,0.798,219947,0.675,0.0,6,0.0894,-5.041,1,0.0442,101.956,4,0.842
693,44,Atrévete,Nicky Jam,153104,https://open.spotify.com/track/3KekO5WUfJsh7kYU9o2w50,2019-08-14,3KekO5WUfJsh7kYU9o2w50,0.311,0.552,198320,0.675,0.0,11,0.119,-3.824,1,0.297,183.785,4,0.586
694,45,Aullando,Wisin & Yandel,145010,https://open.spotify.com/track/7BuHdm4lQqcyG3qTwdkxus,2019-08-14,7BuHdm4lQqcyG3qTwdkxus,0.184,0.8,226200,0.74,0.0,10,0.0558,-4.52,0,0.0479,90.035,4,0.775
695,46,Que Mas Pues - Remix,Sech,143835,https://open.spotify.com/track/7fODjB7BrQTGqh0hogW6XD,2019-08-14,7fODjB7BrQTGqh0hogW6XD,0.121,0.648,305962,0.661,2.33e-06,11,0.12,-5.027,1,0.195,113.363,5,0.813
696,47,Latina (feat. Maluma),Reykon,143160,https://open.spotify.com/track/00Ia46AgCNfnXjzgH8PIKH,2019-08-14,00Ia46AgCNfnXjzgH8PIKH,0.0748,0.826,226739,0.713,0.0,9,0.331,-4.017,0,0.129,102.071,4,0.75
697,48,Sunflower - Spider-Man: Into the Spider-Verse,Post Malone,141272,https://open.spotify.com/track/3KkXRkHbMCARz0aVfEt68P,2019-08-14,3KkXRkHbMCARz0aVfEt68P,0.556,0.76,158040,0.479,0.0,2,0.0703,-5.574,1,0.0466,89.911,4,0.913
698,49,Ahora Te Puedes Marchar,Luis Miguel,140388,https://open.spotify.com/track/1uKjQoh8JZj9ryuYRhpd7E,2019-08-14,1uKjQoh8JZj9ryuYRhpd7E,0.148,0.78,191973,0.877,2.36e-06,6,0.0627,-3.683,0,0.0427,133.263,4,0.909
699,50,Me La Avente,Carin Leon,137058,https://open.spotify.com/track/2QwMXe5zbqymDZGYsMDVqZ,2019-08-14,2QwMXe5zbqymDZGYsMDVqZ,0.557,0.723,155803,0.48,0.0,11,0.0705,-4.1,0,0.0326,144.533,3,0.909
700,1,China,Anuel AA,760221,https://open.spotify.com/track/2ksOAxtIxY8yElEWw8RhgK,2019-08-15,2ksOAxtIxY8yElEWw8RhgK,0.0846,0.786,301714,0.808,0.000289,7,0.0822,-3.702,1,0.0882,105.027,4,0.609
701,2,Callaita,Bad Bunny,641424,https://open.spotify.com/track/2TH65lNHgvLxCKXM3apjxI,2019-08-15,2TH65lNHgvLxCKXM3apjxI,0.6,0.61,250534,0.624,2.12e-06,2,0.243,-4.773,1,0.309,176.169,4,0.244
702,3,LA CANCIÓN,J Balvin,571061,https://open.spotify.com/track/0fea68AdmYNygeTGI4RC18,2019-08-15,0fea68AdmYNygeTGI4RC18,0.152,0.754,242573,0.646,1.85e-05,7,0.108,-5.795,1,0.317,176.089,4,0.429
703,4,11 PM,Maluma,488621,https://open.spotify.com/track/7KbF6AdprOXEEHlsq11Z6d,2019-08-15,7KbF6AdprOXEEHlsq11Z6d,0.217,0.777,175733,0.712,0.0,10,0.091,-4.84,1,0.277,95.692,4,0.68
704,5,No Me Conoce - Remix,Jhay Cortez,483144,https://open.spotify.com/track/4R8BJggjosTswLxtkw8V7P,2019-08-15,4R8BJggjosTswLxtkw8V7P,0.145,0.806,309120,0.786,0.0,10,0.0935,-3.831,0,0.0741,91.973,4,0.58
705,6,Tutu,Camilo,480117,https://open.spotify.com/track/1nocRtwyNPVtGcIJqfgdzZ,2019-08-15,1nocRtwyNPVtGcIJqfgdzZ,0.273,0.731,178613,0.832,0.0,9,0.0665,-2.592,1,0.0503,146.013,4,0.94
706,7,Soltera - Remix,Lunay,424588,https://open.spotify.com/track/1c0hsvHLELX6y8qymnpLKL,2019-08-15,1c0hsvHLELX6y8qymnpLKL,0.361,0.795,266087,0.783,0.0,5,0.437,-4.271,1,0.0432,92.016,4,0.8
707,8,Señorita,Shawn Mendes,406910,https://open.spotify.com/track/6v3KW9xbzN5yKLt9YKDYA2,2019-08-15,6v3KW9xbzN5yKLt9YKDYA2,0.0392,0.759,190800,0.548,0.0,9,0.0828,-6.049,0,0.029,116.967,4,0.749
708,9,Otro Trago,Sech,404226,https://open.spotify.com/track/1Ej96GIBCTvgH7tNX1r3qr,2019-08-15,1Ej96GIBCTvgH7tNX1r3qr,0.136,0.747,225933,0.7,0.000167,0,0.11,-4.669,1,0.341,176.036,4,0.62
709,10,Otro Trago - Remix,Sech,369495,https://open.spotify.com/track/4bTZeO72FwMa6wKOiqoynL,2019-08-15,4bTZeO72FwMa6wKOiqoynL,0.0711,0.725,287773,0.79,1.14e-06,0,0.0602,-2.331,1,0.197,175.988,4,0.763
710,11,Con Altura,ROSALÍA,368498,https://open.spotify.com/track/2qG5sZ7Si6sdK74qLxedYM,2019-08-15,2qG5sZ7Si6sdK74qLxedYM,0.39,0.882,161627,0.689,0.00325,6,0.0501,-4.027,1,0.124,97.963,4,0.746
711,12,QUE PRETENDES,J Balvin,360376,https://open.spotify.com/track/25ZAibhr3bdlMCLmubZDVt,2019-08-15,25ZAibhr3bdlMCLmubZDVt,0.0275,0.639,222347,0.791,0.0,10,0.362,-4.443,0,0.253,92.603,4,0.939
712,13,Tal Vez,Paulo Londra,287855,https://open.spotify.com/track/5jW3rF4URMdK7tO2xjS5EI,2019-08-15,5jW3rF4URMdK7tO2xjS5EI,0.25,0.855,263899,0.649,0.0,8,0.0801,-2.443,1,0.151,161.986,4,0.741
713,14,Baila Conmigo (feat. Kelly Ruiz),Dayvi,286922,https://open.spotify.com/track/4Clmg1g8n2yBYG13Z1oSdG,2019-08-15,4Clmg1g8n2yBYG13Z1oSdG,0.00903,0.745,189818,0.972,0.465,7,0.297,-3.506,1,0.0774,128.031,4,0.556
714,15,Loco Contigo (feat. J. Balvin & Tyga),DJ Snake,286469,https://open.spotify.com/track/6osaMSJh9NguagEDQcZaKx,2019-08-15,6osaMSJh9NguagEDQcZaKx,0.276,0.823,185195,0.71,2.17e-06,6,0.152,-3.896,0,0.0688,96.024,4,0.376
715,16,Bellacoso,Residente,270752,https://open.spotify.com/track/1kMUGCt7XLDc5Q64Vl0H8S,2019-08-15,1kMUGCt7XLDc5Q64Vl0H8S,0.0651,0.774,257865,0.851,0.0,11,0.0568,-2.795,0,0.255,180.086,4,0.695
716,17,Tra Tra Tra Remix,Ghetto Kids,266105,https://open.spotify.com/track/4YqCBC4FwzGXuhixt5cgmm,2019-08-15,4YqCBC4FwzGXuhixt5cgmm,0.0532,0.847,171000,0.736,0.000142,1,0.0302,-4.542,1,0.266,160.012,4,0.876
717,18,HP,Maluma,250815,https://open.spotify.com/track/1LIqNVhaIgxXUt2eVoIQJ3,2019-08-15,1LIqNVhaIgxXUt2eVoIQJ3,0.252,0.837,184436,0.791,1.14e-06,4,0.188,-3.157,0,0.0773,91.98,4,0.618
718,19,Runaway,Sebastian Yatra,223721,https://open.spotify.com/track/7BuSE9uTIw931wtZYzvZcQ,2019-08-15,7BuSE9uTIw931wtZYzvZcQ,0.0336,0.756,200693,0.851,0.0,2,0.126,-3.33,1,0.0674,75.014,4,0.934
719,20,Fuentes de Ortiz,Ed Maverick,221416,https://open.spotify.com/track/0akyEssGRVHstqCSWXusJL,2019-08-15,0akyEssGRVHstqCSWXusJL,0.946,0.83,207400,0.159,2.02e-05,1,0.362,-14.461,1,0.0383,104.95,4,0.189
720,21,Desconocidos,Mau y Ricky,221141,https://open.spotify.com/track/56f5qnyAlZdlz8wrUDA50h,2019-08-15,56f5qnyAlZdlz8wrUDA50h,0.118,0.719,204564,0.753,4.21e-06,7,0.212,-4.891,1,0.179,174.107,4,0.675
721,22,La Boca - Remix,Mau y Ricky,220270,https://open.spotify.com/track/2EEmzqzM70CybVspgM7YRT,2019-08-15,2EEmzqzM70CybVspgM7YRT,0.236,0.691,188468,0.773,0.0,11,0.329,-3.812,0,0.0355,92.992,4,0.85
722,23,Verte Ir,DJ Luian,219142,https://open.spotify.com/track/4lzxJ4jCuFDXXGkE1LmpKR,2019-08-15,4lzxJ4jCuFDXXGkE1LmpKR,0.391,0.857,267500,0.647,1.2e-06,11,0.0842,-4.152,0,0.0984,95.982,4,0.553
723,24,Te Vi,Piso 21,218790,https://open.spotify.com/track/059bcIhyc2SBwm6sw2AZzd,2019-08-15,059bcIhyc2SBwm6sw2AZzd,0.0446,0.877,231848,0.777,3.46e-05,1,0.0863,-4.246,1,0.117,102.02,4,0.706
724,25,Con Calma,Daddy Yankee,207304,https://open.spotify.com/track/5w9c2J52mkdntKOmRLeM2m,2019-08-15,5w9c2J52mkdntKOmRLeM2m,0.11,0.737,193227,0.86,1.94e-06,8,0.0574,-2.652,0,0.0593,93.989,4,0.656
725,26,Si Supieras,Daddy Yankee,206210,https://open.spotify.com/track/7MRU4vOkywuhZ9kbFiPuiu,2019-08-15,7MRU4vOkywuhZ9kbFiPuiu,0.291,0.691,241880,0.894,0.0,9,0.104,-1.681,0,0.115,184.019,4,0.623
726,27,Te Robaré,Nicky Jam,205821,https://open.spotify.com/track/6v0lAdFF4haL8xjBIUjtOw,2019-08-15,6v0lAdFF4haL8xjBIUjtOw,0.241,0.673,201818,0.752,4.51e-05,2,0.0813,-3.572,0,0.0561,175.997,4,0.797
727,28,Amor A Primera Vista,Los Angeles Azules,198175,https://open.spotify.com/track/1E7RHPXA9sZ30qfms18J7J,2019-08-15,1E7RHPXA9sZ30qfms18J7J,0.223,0.675,221347,0.821,5.11e-05,0,0.149,-6.017,1,0.0668,170.163,4,0.96
728,29,La Boca,Mau y Ricky,191163,https://open.spotify.com/track/0UQwlF2pRkr1lMN6kNNUj3,2019-08-15,0UQwlF2pRkr1lMN6kNNUj3,0.0655,0.618,206279,0.795,0.0,2,0.309,-1.8,1,0.113,185.901,4,0.76
729,30,Aleluya,Reik,191058,https://open.spotify.com/track/23CsjGOYDQiJpX44BSn9TM,2019-08-15,23CsjGOYDQiJpX44BSn9TM,0.0478,0.81,158480,0.716,0.0,8,0.0678,-2.3,1,0.0694,96.029,4,0.689
730,31,Pa Mí - Remix,Dalex,189137,https://open.spotify.com/track/7g8YaUQABMal0zWe7a2ijz,2019-08-15,7g8YaUQABMal0zWe7a2ijz,0.753,0.688,360960,0.62,5.27e-06,11,0.158,-8.029,0,0.22,170.018,4,0.727
731,32,bad guy,Billie Eilish,187491,https://open.spotify.com/track/2Fxmhks0bxGSBdJ92vM42m,2019-08-15,2Fxmhks0bxGSBdJ92vM42m,0.328,0.701,194088,0.425,0.13,7,0.1,-10.965,1,0.375,135.128,4,0.562
732,33,Old Town Road - Remix,Lil Nas X,187276,https://open.spotify.com/track/2YpeDb67231RjR0MgVLzsG,2019-08-15,2YpeDb67231RjR0MgVLzsG,0.0533,0.878,157067,0.619,0.0,6,0.113,-5.56,1,0.102,136.041,4,0.639
733,34,Calma - Remix,Pedro Capó,187165,https://open.spotify.com/track/5iwz1NiezX7WWjnCgY5TH4,2019-08-15,5iwz1NiezX7WWjnCgY5TH4,0.323,0.826,238200,0.773,0.0,11,0.143,-4.218,0,0.0524,126.899,4,0.761
734,35,Lost on You,LP,182214,https://open.spotify.com/track/3SqvR3HYLlCTYzbDXJ52OC,2019-08-15,3SqvR3HYLlCTYzbDXJ52OC,0.1,0.433,268105,0.724,0.0,5,0.0918,-6.126,0,0.0372,174.006,4,0.689
735,36,Rebota - Remix,Guaynaa,176667,https://open.spotify.com/track/3dWpRjCmaHbroNahuSeX11,2019-08-15,3dWpRjCmaHbroNahuSeX11,0.205,0.885,262000,0.857,0.0,0,0.671,-2.279,0,0.204,90.025,4,0.818
736,37,How Do You Sleep?,Sam Smith,172362,https://open.spotify.com/track/6b2RcmUt1g9N9mQ3CbjX2Y,2019-08-15,6b2RcmUt1g9N9mQ3CbjX2Y,0.153,0.477,202205,0.682,0.0,1,0.0763,-4.931,0,0.0925,110.567,5,0.345
737,38,No Lo Trates,Pitbull,168743,https://open.spotify.com/track/4gqMVEJSaL5nNeKj5WmVoT,2019-08-15,4gqMVEJSaL5nNeKj5WmVoT,0.0569,0.834,198453,0.808,0.00052,11,0.222,-2.597,1,0.0542,104.026,4,0.829
738,39,Contando Lunares (feat. Cruz Cafuné),Don Patricio,167944,https://open.spotify.com/track/6uW0PIRcyZLvkoonm763xD,2019-08-15,6uW0PIRcyZLvkoonm763xD,0.444,0.856,219667,0.523,0.0,4,0.0537,-10.481,0,0.131,105.935,4,0.709
739,40,Secreto,Anuel AA,166909,https://open.spotify.com/track/5W83ErFkO3aKAIS1WMi6u0,2019-08-15,5W83ErFkO3aKAIS1WMi6u0,0.602,0.807,258800,0.803,0.00853,11,0.136,-4.156,1,0.126,91.987,4,0.706
740,41,Adan y Eva,Paulo Londra,162721,https://open.spotify.com/track/132ALUzVLmqYB4UsBj5qD6,2019-08-15,132ALUzVLmqYB4UsBj5qD6,0.323,0.767,256972,0.709,0.0,1,0.0745,-4.47,1,0.336,171.993,4,0.72
741,42,I Don't Care (with Justin Bieber),Ed Sheeran,160931,https://open.spotify.com/track/0hVXuCcriWRGvwMV1r5Yn9,2019-08-15,0hVXuCcriWRGvwMV1r5Yn9,0.0912,0.798,219947,0.675,0.0,6,0.0894,-5.041,1,0.0442,101.956,4,0.842
742,43,Dancin (feat. Luvli) - Krono Remix,Aaron Smith,160268,https://open.spotify.com/track/6WkJ2OK163XXS2oARUC9JM,2019-08-15,6WkJ2OK163XXS2oARUC9JM,0.101,0.72,198053,0.741,1.41e-05,10,0.289,-6.529,0,0.0287,119.896,4,0.357
743,44,Atrévete,Nicky Jam,153882,https://open.spotify.com/track/3KekO5WUfJsh7kYU9o2w50,2019-08-15,3KekO5WUfJsh7kYU9o2w50,0.311,0.552,198320,0.675,0.0,11,0.119,-3.824,1,0.297,183.785,4,0.586
744,45,Latina (feat. Maluma),Reykon,147452,https://open.spotify.com/track/00Ia46AgCNfnXjzgH8PIKH,2019-08-15,00Ia46AgCNfnXjzgH8PIKH,0.0748,0.826,226739,0.713,0.0,9,0.331,-4.017,0,0.129,102.071,4,0.75
745,46,Que Mas Pues - Remix,Sech,147398,https://open.spotify.com/track/7fODjB7BrQTGqh0hogW6XD,2019-08-15,7fODjB7BrQTGqh0hogW6XD,0.121,0.648,305962,0.661,2.33e-06,11,0.12,-5.027,1,0.195,113.363,5,0.813
746,47,Aullando,Wisin & Yandel,146746,https://open.spotify.com/track/7BuHdm4lQqcyG3qTwdkxus,2019-08-15,7BuHdm4lQqcyG3qTwdkxus,0.184,0.8,226200,0.74,0.0,10,0.0558,-4.52,0,0.0479,90.035,4,0.775
747,48,Me La Avente,Carin Leon,140484,https://open.spotify.com/track/2QwMXe5zbqymDZGYsMDVqZ,2019-08-15,2QwMXe5zbqymDZGYsMDVqZ,0.557,0.723,155803,0.48,0.0,11,0.0705,-4.1,0,0.0326,144.533,3,0.909
748,49,Sunflower - Spider-Man: Into the Spider-Verse,Post Malone,139314,https://open.spotify.com/track/3KkXRkHbMCARz0aVfEt68P,2019-08-15,3KkXRkHbMCARz0aVfEt68P,0.556,0.76,158040,0.479,0.0,2,0.0703,-5.574,1,0.0466,89.911,4,0.913
749,50,Ahora Te Puedes Marchar,Luis Miguel,138650,https://open.spotify.com/track/1uKjQoh8JZj9ryuYRhpd7E,2019-08-15,1uKjQoh8JZj9ryuYRhpd7E,0.148,0.78,191973,0.877,2.36e-06,6,0.0627,-3.683,0,0.0427,133.263,4,0.909
750,1,China,Anuel AA,809896,https://open.spotify.com/track/2ksOAxtIxY8yElEWw8RhgK,2019-08-16,2ksOAxtIxY8yElEWw8RhgK,0.0846,0.786,301714,0.808,0.000289,7,0.0822,-3.702,1,0.0882,105.027,4,0.609
751,2,Callaita,Bad Bunny,681076,https://open.spotify.com/track/2TH65lNHgvLxCKXM3apjxI,2019-08-16,2TH65lNHgvLxCKXM3apjxI,0.6,0.61,250534,0.624,2.12e-06,2,0.243,-4.773,1,0.309,176.169,4,0.244
752,3,LA CANCIÓN,J Balvin,600701,https://open.spotify.com/track/0fea68AdmYNygeTGI4RC18,2019-08-16,0fea68AdmYNygeTGI4RC18,0.152,0.754,242573,0.646,1.85e-05,7,0.108,-5.795,1,0.317,176.089,4,0.429
753,4,No Me Conoce - Remix,Jhay Cortez,534892,https://open.spotify.com/track/4R8BJggjosTswLxtkw8V7P,2019-08-16,4R8BJggjosTswLxtkw8V7P,0.145,0.806,309120,0.786,0.0,10,0.0935,-3.831,0,0.0741,91.973,4,0.58
754,5,11 PM,Maluma,517414,https://open.spotify.com/track/7KbF6AdprOXEEHlsq11Z6d,2019-08-16,7KbF6AdprOXEEHlsq11Z6d,0.217,0.777,175733,0.712,0.0,10,0.091,-4.84,1,0.277,95.692,4,0.68
755,6,Tutu,Camilo,515585,https://open.spotify.com/track/1nocRtwyNPVtGcIJqfgdzZ,2019-08-16,1nocRtwyNPVtGcIJqfgdzZ,0.273,0.731,178613,0.832,0.0,9,0.0665,-2.592,1,0.0503,146.013,4,0.94
756,7,Soltera (Remix),Lunay,446302,https://open.spotify.com/track/2qMnZF5Ja2WvmfbblByQza,2019-08-16,2qMnZF5Ja2WvmfbblByQza,0.327,0.795,266192,0.755,0.0,5,0.464,-4.788,1,0.0454,92.02,4,0.816
757,8,Otro Trago,Sech,421059,https://open.spotify.com/track/1Ej96GIBCTvgH7tNX1r3qr,2019-08-16,1Ej96GIBCTvgH7tNX1r3qr,0.136,0.747,225933,0.7,0.000167,0,0.11,-4.669,1,0.341,176.036,4,0.62
758,9,Señorita,Shawn Mendes,416326,https://open.spotify.com/track/6v3KW9xbzN5yKLt9YKDYA2,2019-08-16,6v3KW9xbzN5yKLt9YKDYA2,0.0392,0.759,190800,0.548,0.0,9,0.0828,-6.049,0,0.029,116.967,4,0.749
759,10,Con Altura,ROSALÍA,410474,https://open.spotify.com/track/2qG5sZ7Si6sdK74qLxedYM,2019-08-16,2qG5sZ7Si6sdK74qLxedYM,0.39,0.882,161627,0.689,0.00325,6,0.0501,-4.027,1,0.124,97.963,4,0.746
760,11,Otro Trago - Remix,Sech,398033,https://open.spotify.com/track/4bTZeO72FwMa6wKOiqoynL,2019-08-16,4bTZeO72FwMa6wKOiqoynL,0.0711,0.725,287773,0.79,1.14e-06,0,0.0602,-2.331,1,0.197,175.988,4,0.763
761,12,QUE PRETENDES,J Balvin,382458,https://open.spotify.com/track/25ZAibhr3bdlMCLmubZDVt,2019-08-16,25ZAibhr3bdlMCLmubZDVt,0.0275,0.639,222347,0.791,0.0,10,0.362,-4.443,0,0.253,92.603,4,0.939
762,13,Loco Contigo (feat. J. Balvin & Tyga),DJ Snake,308159,https://open.spotify.com/track/6osaMSJh9NguagEDQcZaKx,2019-08-16,6osaMSJh9NguagEDQcZaKx,0.276,0.823,185195,0.71,2.17e-06,6,0.152,-3.896,0,0.0688,96.024,4,0.376
763,14,Baila Conmigo (feat. Kelly Ruiz),Dayvi,307460,https://open.spotify.com/track/4Clmg1g8n2yBYG13Z1oSdG,2019-08-16,4Clmg1g8n2yBYG13Z1oSdG,0.00903,0.745,189818,0.972,0.465,7,0.297,-3.506,1,0.0774,128.031,4,0.556
764,15,Tal Vez,Paulo Londra,304693,https://open.spotify.com/track/5jW3rF4URMdK7tO2xjS5EI,2019-08-16,5jW3rF4URMdK7tO2xjS5EI,0.25,0.855,263899,0.649,0.0,8,0.0801,-2.443,1,0.151,161.986,4,0.741
765,16,Tra Tra Tra Remix,Ghetto Kids,289647,https://open.spotify.com/track/4YqCBC4FwzGXuhixt5cgmm,2019-08-16,4YqCBC4FwzGXuhixt5cgmm,0.0532,0.847,171000,0.736,0.000142,1,0.0302,-4.542,1,0.266,160.012,4,0.876
766,17,Bellacoso,Residente,282213,https://open.spotify.com/track/1kMUGCt7XLDc5Q64Vl0H8S,2019-08-16,1kMUGCt7XLDc5Q64Vl0H8S,0.0651,0.774,257865,0.851,0.0,11,0.0568,-2.795,0,0.255,180.086,4,0.695
767,18,HP,Maluma,268145,https://open.spotify.com/track/1LIqNVhaIgxXUt2eVoIQJ3,2019-08-16,1LIqNVhaIgxXUt2eVoIQJ3,0.252,0.837,184436,0.791,1.14e-06,4,0.188,-3.157,0,0.0773,91.98,4,0.618
768,19,"Yo x Ti, Tu x Mi",ROSALÍA,239162,https://open.spotify.com/track/7BlBVFwvbWvcwNcUarQmjk,2019-08-16,7BlBVFwvbWvcwNcUarQmjk,0.462,0.78,201040,0.759,0.000868,1,0.143,-3.292,1,0.225,91.952,4,0.579
769,20,La Boca - Remix,Mau y Ricky,235392,https://open.spotify.com/track/2EEmzqzM70CybVspgM7YRT,2019-08-16,2EEmzqzM70CybVspgM7YRT,0.236,0.691,188468,0.773,0.0,11,0.329,-3.812,0,0.0355,92.992,4,0.85
770,21,Runaway,Sebastian Yatra,232764,https://open.spotify.com/track/7BuSE9uTIw931wtZYzvZcQ,2019-08-16,7BuSE9uTIw931wtZYzvZcQ,0.0336,0.756,200693,0.851,0.0,2,0.126,-3.33,1,0.0674,75.014,4,0.934
771,22,Te Vi,Piso 21,232547,https://open.spotify.com/track/059bcIhyc2SBwm6sw2AZzd,2019-08-16,059bcIhyc2SBwm6sw2AZzd,0.0446,0.877,231848,0.777,3.46e-05,1,0.0863,-4.246,1,0.117,102.02,4,0.706
772,23,Desconocidos,Mau y Ricky,231618,https://open.spotify.com/track/56f5qnyAlZdlz8wrUDA50h,2019-08-16,56f5qnyAlZdlz8wrUDA50h,0.118,0.719,204564,0.753,4.21e-06,7,0.212,-4.891,1,0.179,174.107,4,0.675
773,24,Verte Ir,DJ Luian,228638,https://open.spotify.com/track/4lzxJ4jCuFDXXGkE1LmpKR,2019-08-16,4lzxJ4jCuFDXXGkE1LmpKR,0.391,0.857,267500,0.647,1.2e-06,11,0.0842,-4.152,0,0.0984,95.982,4,0.553
774,25,Fuentes de Ortiz,Ed Maverick,222287,https://open.spotify.com/track/0akyEssGRVHstqCSWXusJL,2019-08-16,0akyEssGRVHstqCSWXusJL,0.946,0.83,207400,0.159,2.02e-05,1,0.362,-14.461,1,0.0383,104.95,4,0.189
775,26,Con Calma,Daddy Yankee,217935,https://open.spotify.com/track/5w9c2J52mkdntKOmRLeM2m,2019-08-16,5w9c2J52mkdntKOmRLeM2m,0.11,0.737,193227,0.86,1.94e-06,8,0.0574,-2.652,0,0.0593,93.989,4,0.656
776,27,Si Supieras,Daddy Yankee,215613,https://open.spotify.com/track/7MRU4vOkywuhZ9kbFiPuiu,2019-08-16,7MRU4vOkywuhZ9kbFiPuiu,0.291,0.691,241880,0.894,0.0,9,0.104,-1.681,0,0.115,184.019,4,0.623
777,28,Amor A Primera Vista,Los Angeles Azules,213732,https://open.spotify.com/track/1E7RHPXA9sZ30qfms18J7J,2019-08-16,1E7RHPXA9sZ30qfms18J7J,0.223,0.675,221347,0.821,5.11e-05,0,0.149,-6.017,1,0.0668,170.163,4,0.96
778,29,La Boca,Mau y Ricky,200776,https://open.spotify.com/track/0UQwlF2pRkr1lMN6kNNUj3,2019-08-16,0UQwlF2pRkr1lMN6kNNUj3,0.0655,0.618,206279,0.795,0.0,2,0.309,-1.8,1,0.113,185.901,4,0.76
779,30,Calma - Remix,Pedro Capó,199961,https://open.spotify.com/track/5iwz1NiezX7WWjnCgY5TH4,2019-08-16,5iwz1NiezX7WWjnCgY5TH4,0.323,0.826,238200,0.773,0.0,11,0.143,-4.218,0,0.0524,126.899,4,0.761
780,31,Pa Mí - Remix,Dalex,198990,https://open.spotify.com/track/7g8YaUQABMal0zWe7a2ijz,2019-08-16,7g8YaUQABMal0zWe7a2ijz,0.753,0.688,360960,0.62,5.27e-06,11,0.158,-8.029,0,0.22,170.018,4,0.727
